case_num,publication_num,decision_date,court_provided_header,court_provided_keywords,court_provided_class,legal_area,applicant_names,applicant_class,respondent_names,respondent_class
B 1193-02,NJA 2002 s. 365,2002-06-17,Fråga om brottsrubricering och straffmätning i mål om narkotikabrott (GHB).,"Narkotikabrott,Brottsrubricering,",B,8,åklagaren,Oa,"M.J.,P.O.","Pm,Pm"
B 1234-02,NJA 2002 s. 270,2002-05-27,"En tjugoåring har gjort sig skyldig till bl.a. grovt rån, olaga frihetsberövande och grov våldtäkt. Rånet har bedömts som grovt med hänsyn till att det har begåtts mot en taxiförare med hjälp av ett laddat vapen. Även fråga om påföljd för den samlade brottsligheten.","Grovtrån,Rån,Olagafrihetsberövande,",B,"8,23","Allmän åklagare,H.K.","Oa,Pw",C.J.,Pm
B 1256-06,NJA 2006 s. 577,2006-10-19,"Fråga om visst handlande utgjort medhjälp till grov stöld och, när detta ansetts vara förhållandet, om det varit fråga om ett ringa fall som inte bör föranleda ansvar.","Grovstöld,Medverkan,Medhjälp,Ringafel",B,8,åklagaren,Oa,D.N.,Pm
B 1299-01,NJA 2001 s. 500,2001-06-28,Fråga om det vid straffmätning skall beaktas att en person som utvisas också registreras på spärrlistan i Schengens informationssystem och därför under den tid som återreseförbudet gäller inte får tillträde till eller uppehållstillstånd i någon av Schengenstaterna. Tillika fråga om tidsbegränsning av återreseförbud.,"Brottspåföljd,Straffmätning,Utvisning,",B,8,åklagaren,Oa,E.Z.,Pm
B 1300-06,NJA 2007 s. 326,2007-05-23,Fråga om ansvar för egenmäktighet med barn enligt 7 kap. 4 § första stycket andra meningen brottsbalken (Jfr NJA 2006 s. 708).,"Egenmäktighetmedbarn,Barn",B,8,åklagaren,Oa,B.-Å.E.,Pm
B 1354-07,NJA 2009 s. 776,2009-11-19,Fråga om en lärare och en elevassistent vid utövningen av sin tillsynsplikt gjort sig skyldiga till misshandel och olaga frihetsberövande,"Lärare,Elev,Tillsynsplikt,Skola,Misshandel,",B,"8,9",åklagaren,Oa,"S.F.,Å.G.","Pm,Pw"
B 1419-05,NJA 2006 s. 751,2006-12-29,Betydelsen av fordonets värde och ägarens personliga och ekonomiska förhållanden vid bedömningen av om ett förverkande enligt 7 § trafikbrottslagen (1951:649) är oskäligt.,"Trafikbrottslagen,Förverkande",B,8,åklagaren,Oa,M.J.,Pm
B 1437-02,NJA 2003 s. 645,2003-12-22,Fråga om en person som har följt med på en färd med en olovligt tillgripen bil skall dömas för olovligt brukande.,"Olovligtbrukande,Medverkan,Gärningsmannaskap,",B,8,åklagaren,Oa,R.L.,Pm
B 1467-07,NJA 2008 s. 930,2008-10-02,Fråga hur bestämmelsen om krav på s.k. dubbel straffbarhet i 2 kap. 2 § brottsbalken skall tillämpas när preskriptionstiden för brotten löpt ut på gärningsorten.,"Dubbelstraffbarhet,Preskription,",B,18,åklagaren,Oa,R.Z.,Pm
B 1500-01,NJA 2001 s. 464,2001-06-19,Brott enligt lagen (2000:1225) om straff för smuggling har ansetts fullbordat i och med att gärningsmannen gått in i en fil för resande som inte har något att deklarera. Tillika frågor om konkurrens mellan smugglingsbrott och vapenbrott samt om utvisning.,"Smuggling,Fullbordatbrott,Vapenbrott,",B,"8,16",åklagaren,Oa,B.A.,Pm
B 1521-05,NJA 2005 s. 758,2005-11-15,"En person under 18 år har lånat ett effektbegränsat vapen, en s.k. soft air gun, och använt det i ett rum i familjens bostad utan att någon av hans föräldrar var närvarande i rummet. Han har dömts för vapenbrott eftersom långivaren inte haft sådan kontroll över vapnets innehav och användning som kravet på uppsikt i 3 kap. 3 § c) vapenlagen innebär.","Vapen,Effektbegränsatvapen,Vapenbrott,",B,8,åklagaren,Oa,J.M.,Pm
B 154-06,NJA 2006 s. 221,2006-04-11,En praktikant på en förskola har genomfört en sexuell handling genom att föra in handen mellan skinkorna på en fyraårig pojke och vidröra dennes analöppning och genitalier. Gärningen har rubricerats som sexuellt övergrepp mot barn.,"Sexuelltövergreppmotbarn,Våldtäktmotbarn",B,8,åklagaren,Oa,Y.F.,Pm
B 1544-06,NJA 2007 s. 61,2007-02-12,Servering av alkohol utan erforderligt tillstånd har i visst fall bedömts som ringa gärning. 10 kap. 8 § alkohollagen (1994:1178).,"Olovligförsäljningavalkoholdrycker,Alkohol,",B,8,åklagaren,Oa,H.L.,Pm
B 1607-05,NJA 2006 s. 145,2006-03-28,"Fråga om en polis gjort sig skyldig till vapenbrott och brott mot lagen (1988:868) om brandfarliga och explosiva varor, alternativt tjänstefel, med avseende på vapen och explosiva varor som han haft hand om i tjänsten.","Vapenbrott,Explosivavaror,Brandfarligaoch",B,8,åklagaren,Oa,O.L.,Pm
B 1609-06,NJA 2007 s. 369,2007-05-31,"I samband med lossning av last från ett fartyg inträffade en olycka som ledde till att en anställd hos ett aktiebolag avled. Verkställande direktören, som hade ansvar för arbetsmiljön i bolaget, hade underlåtit att vidta erforderliga åtgärder till förebyggande av olycksfall. Fråga, i mål om ansvar för arbetsmiljöbrott, bl.a. om orsakssambandet mellan hans underlåtenhet och den anställdes död.","Arbetsmiljöbrott,Vållandetillannansdöd,",B,"15,8",åklagaren,Oa,"K.A.,T.J.,S.B.,Åhus Hamn & Stuveri Aktiebolag","Pm,Pm,Pm,Cs"
B 1658-01,NJA 2002 s. 123,2002-02-21,Ansvar för tillverkning av mäsk i uppenbart syfte att tillverka sprit har inte kunnat utdömas eftersom vätskan i fråga inte ansetts kunna fall under alkohollagens definition av mäsk. Vätskan - som varit avsedd för tillverkning av sprit - har emellertid ansetts utgöra hjälpmedel av sådan art att beredningen och förfärdigandet därav utgjort straffbar förberedelse till olovlig tillverkning av sprit.,"Förberedelse,Otillåtensprittillverkning,",B,8,åklagaren,Oa,L.C.,Pm
B 1735-07,NJA 2008 s. 359,2008-03-20,Skyddstillsyn i förening med föreskrift om samhällstjänst har ansetts vara tillräckligt ingripande påföljd för två 21-åringar som gjort sig skyldiga till en serie om drygt trettio stölder varav en grov stöld. Frågor om bl.a. straffvärdet för flerfaldig brottslighet samt betydelsen av frivillig angivelse och avhjälpande av skadliga verkningar av brotten.,"Påföljdsval,Straffvärde,Flerfaldig",B,8,åklagaren,Oa,"T.C.,F.F.","Px,Px"
B 1767-00,NJA 2001 s. 86,2001-02-27,Fråga om påföljd för artbrottslighet (varusmugglingsbrott och narkotikabrott avseende kat) med ett straffvärde av fyra månader.,"Narkotikabrott,Varusmuggling,Smuggling,",B,8,åklagaren,Oa,M.K.,Pw
B 1793-00,NJA 2001 s. 570,2001-09-26,Narkotikabrott avseende opium med ett straffvärde av 3 månader har ansetts böra föranleda fängelsestraff.,"Artbrott,Narkotikabrott,Samhällstjänst",B,8,åklagaren,Oa,A.H.,Pm
B 1793-07,NJA 2008 s. 482,2008-05-13,Våldtäkt eller sexuellt tvång? (I och II) Även fråga om en gärning bedömd som våldtäkt är att anse som mindre grov (I) och om en gärning bedömd som sexuellt tvång är att anse som grovt brott (II).,"Sexualbrott,Våldtäkt,Sexuellttvång",B,8,åklagaren,Oa,"D.J.,H.E","Pm,Pm"
B 1806-00,NJA 2001 s. 172,2001-03-21,Fråga när det föreligger fullbordat brott mot 9 § lagen (1994:1565) om privatinförsel i dess lydelse enligt SFS 1998:508.,"Privatinförsel,Deklarationsskyldighet,",B,8,Allmän åklagare,Oa,L.E.,Pm
B 1866-07,NJA 2008 s. 705,2008-06-11,"Verkställande direktören i ett skogsbolag inbjöd en landshövding att delta i älgjakt. Jakten pågick under en och en halv dag och bolaget bekostade övernattning i en jaktvilla, två middagar samt en lunch i fält. Fråga om ansvar för mutbrott och bestickning.","Mutbrott,Bestickning,Otillbörligbedömning,",B,8,åklagaren,Oa,"K.E.,M.M.","Pm,Pw"
B 1894-05,NJA 2006 s. 212,2006-04-11,"Skyddstillsyn med föreskrift om kontraktsvård har ansetts inte komma i fråga som påföljd för sexuellt utnyttjande av underårig och barnpornografibrott, när straffvärdet för brotten motsvarat fängelse ett år sex månader och behandlingsplanen inte varit tillräckligt ingripande.","Brottspåföljd,Kontraktsvård,Påföljd,Sexuellt",B,8,åklagaren,Oa,M.C.,Pm
B 1907-02,NJA 2002 s. 653,2002-12-18,Fråga om påföljd för grovt rattfylleri.,Rattfylleri,B,8,åklagaren,Oa,S. H.,Pw
B 1916-07,NJA 2010 s. 306,2010-06-01,"En förutsättning för ansvar för skattebrott enligt 2 § skattebrottslagen (1971:69) har, trots lagtextens utformning, ansetts vara att den tilltalade haft uppsåt till skatteundandragande (eget eller annans).","Skattebrott, Skatteredovisningsbrott, Uppsåt, Konkret fara, Underlåtenhet, Kontrolluppgift, Medverkan",B,"22,8",åklagaren,Oa,T.M.,Pm
B 1940-06,NJA 2006 s. 510,2006-07-25,Straffmätning vid upprepade fall av våldtäkt mot och sexuellt utnyttjande av barn.,"Flerfaldigbrottslighet,Våldtäktmotbarn,",B,8,åklagaren,Oa,K.C.,Pm
B 1968-07,NJA 2009 s. 34,2009-02-11,Reformatio in pejus. Sedan en tingsrätt i två skilda domar dömt den tilltalade för misshandel till villkorlig dom och samhällstjänst resp. till fängelse har hovrätten dömt till ett gemensamt fängelsestraff. Fråga hur långt fängelsestraff hovrätten kunnat döma ut.,"Reformatioinpejus,Gemensampåföljd,",B,"8,18",åklagaren,Oa,J.-E.S.,Pm
B 2100-02,NJA 2003 s. 414,2003-10-14,Fråga vid påföljdsbestämning i brottmål om särskild gottgörelse för att rättegång inte hållits inom skälig tid. (Jfr 2003 s. 217),"Europakonventionen,Grovförskingring,Trolöshet",B,"8,5",åklagaren,Oa,C.R.,Pm
B 2115-06,NJA 2007 s. 805,2007-11-07,Fråga om ansvar för hets mot folkgrupp; enligt brottsbalken beträffande den som underlåtit att ta bort meddelanden från en elektronisk anslagstavla (I=B 2673-06) och enligt yttrandefrihetsgrundlagen beträffande utgivaren av en webbplats (II=B 2115-06). Även fråga om underlåtenhet att ta bort meddelanden från en elektronisk anslagstavla kan utgöra medhjälp till hets mot folkgrupp eller brott mot lagen (1998:112) om ansvar för elektroniska anslagstavlor (I=B 2673-06).,"Hetsmotfolkgrupp,Medverkan,",B,"8,5","åklagaren,Justitiekanslern","Oa,Os","L.L.,G.J.","Pm,Pm"
B 2129-02,NJA 2004 s. 204,2004-04-08,Fråga om avdrag för tillverkningskostnader vid bestämmande av det belopp som skall förverkas som värde av olovligt tillverkad och försåld sprit.,"Förverkande,Alkoholdrycker,Olovlig",B,8,åklagaren,Oa,"B.J.,M.G.,J.S.","Pm,Pm,Pm"
B 2159-05,NJA 2005 s. 690,2005-10-20,"Synnerliga skäl har inte ansetts föreligga att döma en tilltalad, som vid gärningstillfällena var 17 år, till fängelse för grov misshandel och stöld.","Ungalagöverträdare,Brottspåföljd,Fängelse,",B,8,åklagaren,Oa,M.C.,Pm
B 2184-06,NJA 2006 s. 535,2006-09-28,"Två personer, som åtalats för grovt rån tillsammans och i samråd med andra personer, har ansetts inte kunna fällas till ansvar som gärningsmän när det inte varit utrett att de deltagit vid själva genomförandet av rånet och det inte funnits underlag för slutsatsen att någon av dem haft en sådan ställning i förhållande till andra medverkande att han ändå kunnat betraktas som gärningsman enligt principerna om utvidgat gärningsmannaansvar.","Grovtrån,Anstiftan,Gärningsmannaskap,",B,8,åklagaren,Oa,"S.C.,M.P.","Pm,Pm"
B 2231-06,NJA 2007 s. 774,2007-10-30,Åtal för förberedelse till grovt bedrägeri i form av befattning med fotografier av uttagsautomat och med hjälp av dessa framställd utrustning avsedd att avläsa information från användning av uttagsautomat. Fotografierna och avläsningsutrustningen har inte ansetts utgöra hjälpmedel för den planerade bedrägeribrottsligheten. Den tilltalade har inte heller tagit sådan befattning med avläsningsutrustningen som avses i bestämmelsen om förberedelse.,"Förberedelse,Befattning,Hjälpmedel,Bedrägeri,",B,8,åklagaren,Oa,I.P.,Pm
B 2328-05,NJA 2006 s. 228,2006-04-19,"En sjuksköterska som av misstag blandat en infusionslösning till ett spädbarn så att den blev tio gånger starkare än ordinerat och därigenom orsakat barnets död, har dömts för vållande till annans död.","Vållandetillannansdöd,Culpa,Oaktsamhet,",B,"8,13",åklagaren,Oa,E.H.,Pw
B 259-07,NJA 2007 s. 547,2007-07-06,Fråga om avvisande av bevisning som i brottmål åberopats av den tilltalade i syfte främst att belysa målsägandens bristande trovärdighet.,"Avvisandeavbevisning,Bevisning",B,18,åklagaren,Oa,M.H.,Pm
B 2600-02,NJA 2004 s. 840,2004-12-28,Fråga om ett slutligt beslut om miljösanktionsavgift utgör hinder för senare prövning av åtal för samma gärning (I och II). Dessutom fråga om bedömning av om viss gärning är ringa och därför fri från ansvar kan ske utan hinder av 51 kap. 23 a § RB (I) samt om åtalad gärning är att anse som ringa (I och II) och om förutsättningar föreligger för att meddela påföljdseftergift (I).,"Nebisinidem,Europakonventionen,",B,"5,11",åklagaren,Oa,"M.E.,M.A","Pm,Pw"
B 2669-07,NJA 2008 s. 946,2008-10-23,En person har installerat en dold kamerautrustning och med hjälp av utrustningen spelat in ljud- och bildupptagningar av bl.a. intimt umgänge mellan två andra personer. Fråga om ansvar för ofredande sedan de filmade personerna fått information om inspelningarna.,"Ofredande,Bildupptagning,Privatliv,Personlig",B,23,"åklagare, M.M, J.C.","Oa,Pw,Pm",A.B.,Pm
B 2673-06,NJA 2007 s. 805,2007-11-07,Fråga om ansvar för hets mot folkgrupp; enligt brottsbalken beträffande den som underlåtit att ta bort meddelanden från en elektronisk anslagstavla (I=B 2673-06) och enligt yttrandefrihetsgrundlagen beträffande utgivaren av en webbplats (II=B 2115-06). Även fråga om underlåtenhet att ta bort meddelanden från en elektronisk anslagstavla kan utgöra medhjälp till hets mot folkgrupp eller brott mot lagen (1998:112) om ansvar för elektroniska anslagstavlor (I=B 2673-06).,"Hetsmotfolkgrupp,Medverkan,",B,"8,5","åklagaren,Justitiekanslern","Oa,Oa","L.L.,G.J.","Pm,Pm"
B 2693-07,NJA 2007 s. 636,2007-10-04,"Ungdomstjänst har ansetts vara en tillräckligt ingripande påföljd för en 16-åring som dömts för grov misshandel med ett straffvärde, om gärningen hade begåtts av en vuxen person, om cirka 16 månader.","Brottspåföljd,Ungdomstjänst,Straffvärde,",B,"8,18",Allmän åklagare,Oa,"C.A.,S.E.,A.M.D.","Px,Px,Px"
B 273-07,NJA 2007 s. 213,2007-04-03,"Innehav av ca 2,5 dl olovligt tillverkad sprit med en alkoholhalt uppgående till 35,3 volymprocent har inte ansetts som ringa gärning. 10 kap. 8 § alkohollagen (1994:1738).","Innehavavolovligttillverkadsprit,Alkohol,",B,8,åklagaren,Oa,J.V.V.,Px
B 2732-01,NJA 2001 s. 859,2001-12-12,Våld mot taxichaufför har bedömts som våld mot tjänsteman. Påföljden har bestämts till fängelse.,"Misshandel,Våldmottjänsteman,Taxichaufför,",B,8,åklagaren,Oa,A.K.,Pm
B 2740-06,NJA 2007 s. 400,2007-06-01,En person har trots ett enligt 1989 års utlänningslag i brottmålsdom meddelat förbud att återvända till riket återvänt hit vid två tillfällen. Vid det första tillfället gällde fortfarande 1989 års lag (I = B 2740-06). Vid det andra tillfället hade en ny utlänningslag (2005:716) trätt i kraft (II = B 5037-06). Åtal för brott mot utlänningslagen har ogillats i båda fallen.,"Utlänningslagen,Återvändandeförbud,",B,"16,8",åklagaren,Oa,D.P.B.,Pm
B 2788-02,NJA 2003 s. 447,2003-10-22,"Riksskatteverket har till Domstolsverket översänt hemställan om förtursbehandling av vissa skattemål. Vid åtal mot tjänsteman vid Riksskatteverket för brott mot tystnadsplikt fråga dels om uppgifter i hemställan omfattats av s.k. skattesekretess, dels om det i så fall varit tillåtet att ändå lämna ut uppgifterna.","Brottmottystnadsplikt,Sekretess",B,8,"B.N.,Enhagavägen Invest AB,Köpmannen i Venedig HB","Px,Cs,Cs","A.N.,S.J.","Pm,Pm"
B 2854-02,NJA 2003 s. 473,2003-10-28,En person som hyr ut ett rum i sin lägenhet får kännedom om att hyresgästen förvarar narkotika i rummet. Fråga om hyresvärden genom att förhålla sig helt passiv har gjort sig skyldig till narkotikabrott eller medverkan till sådant brott.,"Narkotikabrott,Narkotika,Förvaring,Innehav,",B,8,åklagaren,Oa,K.S.,Px
B 2882-02,NJA 2003 s. 659,2003-12-22,Fråga om ett utsläpp av dieselolja har kunnat medföra sådana hälsorisker för människor eller sådana skador på djur eller växter som inte är av ringa betydelse. 29 kap. 2 § MB.,"Miljö,Miljöstörning,Miljöbrott",B,"11,8",Allmän åklagare,Oa,I.G.,Pm
B 293-00,NJA 2001 s. 409,2001-06-12,Åtal väcktes för publicering av integritetskränkande och andra personuppgifter på Internet. Fråga om behandlingen av personuppgifterna skett uteslutande för journalistiska ändamål och därför inte kan föranleda straffansvar enligt bestämmelserna i personuppgiftslagen (1998:204). Tillika fråga om tolkningen av en övergångsbestämmelse till personuppgiftslagen i förhållande till den generella regleringen av strafflags tillämplighet i tiden i 5 § lagen (1964:163) om införande av brottsbalken.,"Personuppgift,Journalist,Strafflags",B,8,åklagaren,Oa,B.R.,Pm
B 2946-01,NJA 2002 s. 310,2002-06-05,Bil som använts av annan än ägaren vid brott mot lagen om straff för vissa trafikbrott har inte ansetts kunna förverkas när talan om förverkande förts enbart mot den tilltalade för brottet,,B,8,åklagaren,Oa,D.L.,Pm
B 2976-00,NJA 2000 s. 612,2000-11-28,Straffmätning för grov misshandel av barn.,"Brottspåföljd,Misshandel,Grovmisshandel,",B,8,åklagaren,Oa,J.J.,Pm
B 2996-05,NJA 2006 s. 388,2006-06-12,"En utlänning, som har återfallit i brott, har utvisats trots att han har en i Sverige bosatt snart 13-årig dotter.","Barn,Utvisning",B,16,åklagaren,Oa,F.T.,Pm
